.id,simd,n_pop,mean_age,n_cvd,p_cvd
499,5,1801,59.6574125485841,689,38.2565241532482
500,1,1515,60.2475247524753,584,38.5478547854786
500,2,1880,59.9867021276596,707,37.6063829787234
500,3,1881,59.8378522062733,738,39.2344497607656
500,4,1634,59.4400244798042,624,38.1884944920441
500,5,1681,59.2105889351577,680,40.4521118381915
501,1,1473,59.9260013577733,546,37.0672097759674
501,2,1834,59.2181025081788,717,39.0948745910578
501,3,1863,59.7552334943639,711,38.1642512077295
501,4,1650,59.6078787878788,635,38.4848484848485
501,5,1771,59.3229813664596,706,39.8644833427442
502,1,1483,59.931894807822,601,40.5259608900877
502,2,1935,59.5658914728682,747,38.6046511627907
502,3,1835,59.6261580381471,698,38.0381471389646
502,4,1605,59.2018691588785,626,39.0031152647975
502,5,1733,59.8897864974034,695,40.1038661281016
503,1,1537,59.44111906311,623,40.5335068314899
503,2,1856,60.1239224137931,767,41.3254310344828
503,3,1912,59.8404811715481,773,40.428870292887
503,4,1591,59.4978001257071,618,38.8434946574482
503,5,1695,59.577581120944,667,39.3510324483776
504,1,1545,60.0284789644013,625,40.453074433657
504,2,1800,59.8411111111111,682,37.8888888888889
504,3,1823,59.9912232583653,738,40.4827207899067
504,4,1638,59.7051282051282,639,39.010989010989
504,5,1785,59.3193277310924,681,38.1512605042017
505,1,1544,59.199481865285,604,39.119170984456
505,2,1814,59.6664829106946,695,38.3131201764057
505,3,1800,59.4527777777778,725,40.2777777777778
505,4,1655,59.6960725075529,644,38.9123867069486
505,5,1778,59.392575928009,664,37.3453318335208
506,1,1514,60.1175693527081,576,38.0449141347424
506,2,1835,59.4844686648501,741,40.3814713896458
506,3,1905,59.4530183727034,753,39.5275590551181
506,4,1591,60.1439346323067,606,38.0892520427404
506,5,1746,59.65578465063,671,38.4306987399771
507,1,1592,59.321608040201,620,38.9447236180905
507,2,1836,59.7216775599129,684,37.2549019607843
507,3,1875,59.9637333333333,751,40.0533333333333
507,4,1622,59.5382244143033,643,39.6424167694205
507,5,1666,59.5102040816327,632,37.9351740696279
508,1,1632,59.6053921568628,646,39.5833333333333
508,2,1770,59.6418079096045,749,42.316384180791
508,3,1817,59.4837644468905,712,39.1854705558613
508,4,1659,59.539481615431,604,36.4074743821579
508,5,1713,59.7898423817864,671,39.1710449503795
509,1,1570,59.5675159235669,585,37.2611464968153
509,2,1878,59.5441959531416,774,41.2140575079872
509,3,1793,59.6257668711657,683,38.0925822643614
509,4,1582,59.4146649810367,629,39.7597977243995
509,5,1768,59.533371040724,670,37.89592760181
510,1,1526,59.3905635648755,550,36.0419397116645
510,2,1808,59.478982300885,714,39.4911504424779
510,3,1843,59.1421595225176,722,39.1752577319588
510,4,1659,60.1645569620253,657,39.6021699819168
510,5,1755,59.2552706552707,676,38.5185185185185
511,1,1570,59.9726114649682,606,38.5987261146497
511,2,1790,59.4005586592179,712,39.7765363128492
511,3,1825,59.4832876712329,681,37.3150684931507
511,4,1694,59.4946871310508,684,40.3778040141677
511,5,1712,59.1968457943925,695,40.5957943925234
512,1,1530,59.9542483660131,624,40.7843137254902
512,2,1819,59.4150632215503,675,37.108301264431
512,3,1809,59.5782200110558,735,40.6301824212272
512,4,1621,59.1098087600247,588,36.2739049969155
512,5,1812,59.7505518763797,716,39.514348785872
513,1,1485,59.7124579124579,625,42.0875420875421
513,2,1918,59.6225234619395,730,38.0604796663191
513,3,1866,59.7711682743837,712,38.1564844587353
513,4,1597,59.7720726361929,591,37.0068879148403
513,5,1725,59.7101449275362,644,37.3333333333333
514,1,1487,59.4761264290518,581,39.0719569603228
514,2,1816,59.0468061674009,747,41.1343612334802
514,3,1858,59.6270182992465,680,36.5984930032293
514,4,1645,59.8237082066869,622,37.8115501519757
514,5,1785,59.7254901960784,720,40.3361344537815
515,1,1520,59.5493421052632,587,38.6184210526316
515,2,1840,59.3722826086957,673,36.5760869565217
515,3,1875,59.6704,715,38.1333333333333
515,4,1617,59.4415584415584,656,40.5689548546691
515,5,1739,59.213341000575,679,39.0454284071305
516,1,1504,59.6875,599,39.8271276595745
516,2,1871,59.61411010155,747,39.9251737039017
516,3,1798,59.5027808676307,721,40.1001112347052
516,4,1633,59.3925290875689,629,38.5180649112064
516,5,1785,59.3703081232493,699,39.1596638655462
517,1,1565,59.9610223642173,607,38.7859424920128
517,2,1797,59.4891485809683,697,38.7868670005565
517,3,1861,59.6754433100484,709,38.097796883396
517,4,1616,59.4201732673267,614,37.9950495049505
517,5,1752,59.912100456621,690,39.3835616438356
518,1,1574,59.1601016518424,662,42.0584498094028
518,2,1856,59.6729525862069,743,40.0323275862069
518,3,1833,59.6939443535188,751,40.9710856519367
518,4,1576,59.6935279187817,596,37.8172588832487
518,5,1752,59.5707762557078,650,37.1004566210046
519,1,1542,59.5142671854734,601,38.9753566796368
519,2,1921,59.9869859448204,748,38.9380530973451
519,3,1822,59.7607025246981,726,39.8463227222832
519,4,1658,59.857056694813,604,36.4294330518697
519,5,1648,59.8143203883495,616,37.378640776699
520,1,1512,59.8260582010582,541,35.7804232804233
520,2,1855,59.6010781671159,698,37.6280323450135
520,3,1761,59.5434412265758,710,40.3180011357183
520,4,1669,59.5500299580587,680,40.7429598562013
520,5,1794,59.5100334448161,710,39.5763656633222
521,1,1601,60.0993129294191,626,39.1005621486571
521,2,1795,59.825069637883,683,38.050139275766
521,3,1897,59.7817606747496,743,39.1671059567739
521,4,1588,59.5560453400504,633,39.8614609571788
521,5,1710,59.7315789473684,656,38.3625730994152
522,1,1574,59.9275730622618,592,37.6111817026684
522,2,1797,59.7579298831386,668,37.1730662214802
522,3,1900,59.9015789473684,733,38.5789473684211
522,4,1611,59.5090006207325,621,38.5474860335196
522,5,1709,60.0222352252779,661,38.6775892334699
523,1,1548,59.7144702842377,591,38.1782945736434
523,2,1842,59.3778501628665,706,38.327904451683
523,3,1865,59.7329758713137,728,39.0348525469169
523,4,1586,59.7282471626734,604,38.0832282471627
523,5,1750,60.0405714285714,717,40.9714285714286
524,1,1574,59.933290978399,609,38.6912325285896
524,2,1854,59.428263214671,734,39.5900755124056
524,3,1834,59.6613958560524,712,38.8222464558342
524,4,1571,59.3787396562699,599,38.1285805219605
524,5,1758,59.7747440273038,687,39.0784982935154
525,1,1625,59.1581538461539,611,37.6
525,2,1793,60.042387060792,698,38.9291689905187
525,3,1878,59.381256656017,745,39.6698615548456
525,4,1620,59.5401234567901,638,39.3827160493827
525,5,1675,59.4608955223881,665,39.7014925373134
526,1,1531,59.5819725669497,628,41.0189418680601
526,2,1835,59.6757493188011,711,38.7465940054496
526,3,1855,59.7309973045822,690,37.1967654986523
526,4,1657,59.6704888352444,620,37.4170187085094
526,5,1713,59.3928779918272,650,37.9451255107998
527,1,1475,59.8298305084746,583,39.5254237288136
527,2,1849,59.5283937263386,751,40.6165494862088
527,3,1867,59.4675950723085,705,37.7611140867702
527,4,1611,59.2725015518312,651,40.4096834264432
527,5,1789,59.5204024594746,713,39.854667411962
528,1,1532,59.2114882506527,574,37.467362924282
528,2,1851,59.7887628309022,721,38.9519178822258
528,3,1799,59.8510283490828,705,39.1884380211229
528,4,1629,59.7593615715163,644,39.5334561080417
528,5,1780,59.8904494382023,697,39.1573033707865
529,1,1512,59.7056878306878,625,41.3359788359788
529,2,1875,59.9253333333333,726,38.72
529,3,1803,59.9051580698835,670,37.1602884082085
529,4,1607,59.3329184816428,632,39.3279402613566
529,5,1794,59.6410256410256,675,37.6254180602007
530,1,1544,59.6431347150259,629,40.7383419689119
530,2,1868,59.7660599571735,789,42.237687366167
530,3,1843,59.6549104720564,714,38.7411828540423
530,4,1595,59.4150470219436,627,39.3103448275862
530,5,1741,59.7363584147042,666,38.2538770821367
531,1,1544,59.7895077720207,591,38.2772020725389
531,2,1785,59.0739495798319,705,39.4957983193277
531,3,1840,59.7364130434783,705,38.3152173913043
531,4,1650,59.6309090909091,654,39.6363636363636
531,5,1772,59.3933408577878,681,38.431151241535
532,1,1516,59.8186015831135,578,38.1266490765172
532,2,1896,59.3660337552743,727,38.3438818565401
532,3,1802,59.4356270810211,694,38.5127635960044
532,4,1585,59.3842271293375,618,38.9905362776025
532,5,1792,59.5814732142857,673,37.5558035714286
533,1,1522,59.6938239159001,573,37.6478318002628
533,2,1831,59.5537957400328,692,37.793555434189
533,3,1837,59.298856831791,744,40.5008165487207
533,4,1636,59.4431540342298,650,39.7310513447433
533,5,1765,59.5801699716714,675,38.243626062323
534,1,1513,59.7951090548579,579,38.2683410442829
534,2,1853,59.594711279007,768,41.446303291959
534,3,1887,60.0190779014308,723,38.3147853736089
534,4,1612,60.0415632754342,625,38.7717121588089
534,5,1726,59.4055619930475,653,37.8331402085747
535,1,1540,59.7396103896104,632,41.038961038961
535,2,1795,59.4701949860724,725,40.3899721448468
535,3,1849,59.4007571660357,723,39.1022174148188
535,4,1610,59.8453416149068,654,40.6211180124224
535,5,1797,59.0200333889816,677,37.6739009460211
536,1,1618,59.1866501854141,615,38.0098887515451
536,2,1814,59.7155457552371,696,38.3682469680265
536,3,1802,59.5804661487236,693,38.457269700333
536,4,1563,59.7549584133077,599,38.3237364043506
536,5,1794,59.6047937569677,697,38.8517279821628
537,1,1576,59.6649746192894,616,39.0862944162437
537,2,1827,59.615763546798,711,38.9162561576355
537,3,1821,59.5046677649643,700,38.4404173531027
537,4,1563,59.3096609085093,617,39.4753678822777
537,5,1804,59.7012195121951,702,38.9135254988914
538,1,1474,59.6370420624152,589,39.9592944369064
538,2,1844,59.146420824295,699,37.9067245119306
538,3,1875,59.2602666666667,733,39.0933333333333
538,4,1641,59.5965874466789,612,37.2943327239488
538,5,1757,59.7199772339215,725,41.2635173591349
539,1,1533,59.7821265492499,592,38.6170906718852
539,2,1808,59.6675884955752,735,40.6526548672566
539,3,1865,59.6241286863271,749,40.1608579088472
539,4,1642,59.853227771011,662,40.3166869671133
539,5,1743,59.8175559380379,687,39.4148020654045
540,1,1505,59.6212624584718,592,39.3355481727575
540,2,1841,59.638783269962,744,40.4128191200435
540,3,1807,59.5146651909242,713,39.4576646375208
540,4,1627,59.5912722802704,623,38.2913337430854
540,5,1811,59.3799006073992,723,39.9226946438432
541,1,1515,59.826402640264,600,39.6039603960396
541,2,1853,59.1440906637885,759,40.9606044252563
541,3,1889,59.1964002117523,760,40.2329274748544
541,4,1599,59.6153846153846,656,41.025641025641
541,5,1735,59.9365994236311,662,38.1556195965418
542,1,1522,59.7043363994744,573,37.6478318002628
542,2,1875,59.8528,753,40.16
542,3,1812,59.621412803532,736,40.6181015452539
542,4,1642,59.2673568818514,658,40.0730816077954
542,5,1740,59.4057471264368,679,39.0229885057471
543,1,1496,59.8302139037433,569,38.0347593582888
543,2,1949,59.7024114930734,761,39.0456644433043
543,3,1816,59.6866740088106,707,38.931718061674
543,4,1630,59.3453987730061,681,41.7791411042945
543,5,1700,59.2805882352941,697,41
544,1,1583,59.564750473784,594,37.5236891977258
544,2,1812,59.6611479028698,706,38.962472406181
544,3,1821,59.6397583745195,654,35.9143327841845
544,4,1616,59.4777227722772,595,36.8193069306931
544,5,1759,59.5633882888005,719,40.8754974417283
545,1,1596,59.0087719298246,637,39.9122807017544
545,2,1840,59.5771739130435,707,38.4239130434783
545,3,1826,59.8324205914567,739,40.4709748083242
545,4,1631,59.5021459227468,630,38.6266094420601
545,5,1698,59.7862190812721,658,38.7514723203769
546,1,1561,59.8776425368354,592,37.9244074311339
546,2,1884,59.781847133758,729,38.6942675159236
546,3,1847,59.7114239306984,759,41.0936654033568
546,4,1594,59.2666248431619,642,40.276035131744
546,5,1705,59.6105571847507,643,37.7126099706745
547,1,1594,59.1913425345044,622,39.0213299874529
547,2,1806,59.2906976744186,732,40.531561461794
547,3,1849,59.578691184424,735,39.7512168739859
547,4,1574,59.6626429479034,623,39.5806861499365
547,5,1768,59.518665158371,642,36.3122171945701
548,1,1525,59.5986885245902,595,39.016393442623
548,2,1869,59.4863563402889,758,40.5564472980203
548,3,1822,59.4160263446762,685,37.596048298573
548,4,1625,59.2116923076923,630,38.7692307692308
548,5,1750,59.4731428571429,707,40.4
549,1,1534,59.8389830508475,584,38.0704041720991
549,2,1865,59.4219839142091,714,38.28418230563
549,3,1805,59.402216066482,730,40.4432132963989
549,4,1638,59.9053724053724,638,38.949938949939
549,5,1749,59.6363636363636,661,37.7930245854774
550,1,1521,59.396449704142,613,40.3024326101249
550,2,1821,59.7979132344866,714,39.2092257001647
550,3,1873,59.8579818473038,709,37.8537106246663
550,4,1586,59.4003783102144,579,36.5069356872636
550,5,1790,59.4396648044693,682,38.1005586592179
551,1,1509,60.0046388336647,579,38.3697813121272
551,2,1819,59.6542056074766,719,39.5272127542606
551,3,1838,59.7872687704026,726,39.4994559303591
551,4,1665,59.839039039039,677,40.6606606606607
551,5,1760,59.3954545454546,691,39.2613636363636
552,1,1462,59.6415868673051,570,38.9876880984952
552,2,1878,60.1474973375932,729,38.8178913738019
552,3,1872,59.4813034188034,716,38.2478632478632
552,4,1585,59.7179810725552,622,39.2429022082019
552,5,1794,59.1889632107024,744,41.4715719063545
553,1,1485,59.583164983165,597,40.2020202020202
553,2,1833,59.4244408074195,720,39.2798690671031
553,3,1857,59.7495961227787,728,39.2030156165859
553,4,1653,59.4434361766485,640,38.7174833635814
553,5,1763,59.3584798638684,706,40.045377197958
554,1,1511,59.6598279285242,572,37.8557246856387
554,2,1809,59.4295190713101,723,39.9668325041459
554,3,1921,59.6887038001041,767,39.9271212909943
554,4,1664,59.7109375,629,37.8004807692308
554,5,1686,59.7846975088968,675,40.0355871886121
555,1,1545,59.389644012945,602,38.9644012944984
555,2,1906,59.7639034627492,746,39.1395592864638
555,3,1804,59.3536585365854,704,39.0243902439024
555,4,1651,59.5669291338583,645,39.0672319806178
555,5,1685,59.5436201780415,654,38.813056379822
556,1,1501,59.5536309127249,564,37.5749500333111
556,2,1764,59.5521541950113,698,39.5691609977324
556,3,1919,59.8228243877019,772,40.2292860865034
556,4,1601,59.3628981886321,602,37.6014990630856
556,5,1806,59.6616832779624,732,40.531561461794
557,1,1539,60.0025990903184,621,40.3508771929825
557,2,1834,59.5321701199564,713,38.876772082879
557,3,1821,59.6051619989017,751,41.2410763316859
557,4,1587,59.7189666036547,625,39.3824826717076
557,5,1810,59.4817679558011,723,39.9447513812155
558,1,1567,59.5915762603701,581,37.0772176132738
558,2,1802,59.8823529411765,716,39.7336293007769
558,3,1843,59.8464460119371,719,39.0124796527401
558,4,1587,59.6792690611216,570,35.9168241965974
558,5,1792,59.9135044642857,700,39.0625
559,1,1482,59.444669365722,569,38.3940620782726
559,2,1898,59.6201264488936,733,38.6195995785037
559,3,1848,59.5265151515152,698,37.7705627705628
559,4,1659,59.8101265822785,658,39.662447257384
559,5,1704,59.3591549295775,682,40.0234741784038
560,1,1533,59.3496412263536,603,39.334637964775
560,2,1807,59.349750968456,707,39.12562257886
560,3,1870,60.0395721925134,749,40.0534759358289
560,4,1598,59.6908635794744,616,38.5481852315394
560,5,1783,59.3651149747617,691,38.7549074593382
561,1,1483,59.5590020229265,562,37.8961564396494
561,2,1817,59.8508530544854,705,38.800220143093
561,3,1878,59.7625133120341,709,37.7529286474973
561,4,1673,59.9491930663479,683,40.824865511058
561,5,1740,59.432183908046,667,38.3333333333333
562,1,1536,59.5657552083333,605,39.3880208333333
562,2,1787,59.4051482932289,723,40.458869613878
562,3,1856,59.5199353448276,701,37.7693965517241
562,4,1608,59.3557213930348,592,36.81592039801
562,5,1804,59.8392461197339,710,39.3569844789357
563,1,1533,59.4461839530333,562,36.6601435094586
563,2,1790,59.6050279329609,698,38.9944134078212
563,3,1803,59.6034387132557,695,38.546866333888
563,4,1644,59.8467153284672,599,36.4355231143552
563,5,1821,59.1691378363537,683,37.5068643602416
564,1,1540,59.562987012987,599,38.8961038961039
564,2,1828,59.6312910284464,725,39.6608315098468
564,3,1865,59.7624664879357,708,37.9624664879357
564,4,1670,59.4550898203593,661,39.5808383233533
564,5,1688,59.7719194312796,666,39.4549763033175
565,1,1504,59.3823138297872,615,40.8909574468085
565,2,1841,59.596958174905,712,38.6746333514394
565,3,1879,59.7903139968068,746,39.7019691325173
565,4,1624,59.5240147783251,648,39.9014778325123
565,5,1743,59.1176133103844,679,38.9558232931727
566,1,1507,59.4804246848043,606,40.2123424021234
566,2,1777,59.4687675858188,687,38.6606640405177
566,3,1935,59.5219638242894,759,39.2248062015504
566,4,1636,59.9333740831296,653,39.9144254278729
566,5,1736,59.8145161290323,670,38.594470046083
567,1,1542,59.5758754863813,587,38.0674448767834
567,2,1802,59.5072142064373,721,40.0110987791343
567,3,1848,59.1780303030303,758,41.017316017316
567,4,1636,59.2408312958435,635,38.8141809290954
567,5,1763,59.5025524673851,714,40.4991491775383
568,1,1583,59.7378395451674,610,38.5344283006949
568,2,1826,59.5854326396495,712,38.9923329682366
568,3,1829,59.6243849097868,716,39.1470749043193
568,4,1604,59.8809226932668,638,39.7755610972569
568,5,1749,59.8776443682104,681,38.9365351629503
569,1,1495,59.2795986622074,596,39.866220735786
569,2,1874,59.9338313767343,728,38.8473852721451
569,3,1866,59.3697749196141,719,38.5316184351554
569,4,1626,59.6512915129151,619,38.0688806888069
569,5,1730,59.193063583815,664,38.3815028901734
570,1,1546,59.7858990944373,585,37.8395860284605
570,2,1796,59.7594654788419,704,39.1982182628062
570,3,1810,60.0033149171271,716,39.5580110497238
570,4,1648,59.6844660194175,654,39.6844660194175
570,5,1791,59.7398101619207,673,37.5767727526522
571,1,1566,59.7592592592593,641,40.9323116219668
571,2,1896,59.6355485232068,765,40.3481012658228
571,3,1814,58.9151047409041,749,41.289966923925
571,4,1567,59.1703892788768,620,39.5660497766433
571,5,1748,59.3924485125858,683,39.0732265446224
572,1,1539,59.4327485380117,600,38.9863547758285
572,2,1853,59.8731786292499,704,37.9924446842957
572,3,1879,59.6466205428419,748,39.8084087280468
572,4,1600,59.86625,636,39.75
572,5,1720,59.8482558139535,637,37.0348837209302
573,1,1566,60.0319284802044,626,39.9744572158365
573,2,1804,59.4068736141907,696,38.5809312638581
573,3,1883,59.6447158789166,741,39.35209771641
573,4,1629,59.5426642111725,642,39.4106813996317
573,5,1709,59.3440608543008,651,38.0924517261556
574,1,1527,59.950884086444,588,38.5068762278978
574,2,1868,59.4855460385439,695,37.2055674518201
574,3,1800,59.865,727,40.3888888888889
574,4,1639,59.6717510677242,638,38.9261744966443
574,5,1757,59.3335230506545,656,37.3363688104724
575,1,1550,59.6277419354839,611,39.4193548387097
575,2,1775,59.2811267605634,704,39.6619718309859
575,3,1864,59.881974248927,714,38.3047210300429
575,4,1646,59.3869987849332,610,37.0595382746051
575,5,1756,59.6793849658315,682,38.8382687927107
576,1,1579,59.6035465484484,629,39.8353388220393
576,2,1831,59.6635718186783,673,36.7558711086838
576,3,1817,59.537699504678,714,39.2955421023665
576,4,1566,59.7560664112388,607,38.7611749680715
576,5,1798,59.944382647386,688,38.2647385984427
577,1,1497,59.8049432197729,561,37.4749498997996
577,2,1801,60.0316490838423,689,38.2565241532482
577,3,1889,59.7506617257808,738,39.0682901005823
577,4,1642,59.5334957369062,649,39.5249695493301
577,5,1762,59.3995459704881,665,37.7412031782066
578,1,1530,59.9660130718954,609,39.8039215686275
578,2,1842,60.0901194353963,690,37.4592833876222
578,3,1850,59.5281081081081,732,39.5675675675676
578,4,1634,59.8457772337821,630,38.5556915544676
578,5,1735,59.8207492795389,682,39.3083573487032
579,1,1520,59.8065789473684,610,40.1315789473684
579,2,1835,59.5193460490463,693,37.7656675749319
579,3,1811,59.5184980673661,718,39.6466040861403
579,4,1659,59.5804701627487,680,40.9885473176612
579,5,1766,59.4473386183466,691,39.1279728199321
580,1,1529,59.6265533028123,607,39.6991497710922
580,2,1821,59.563975837452,692,38.0010982976387
580,3,1854,59.7977346278317,739,39.8597626752967
580,4,1621,59.6989512646515,665,41.024059222702
580,5,1766,59.4575311438279,682,38.6183465458664
581,1,1489,59.2894560107455,541,36.3331094694426
581,2,1800,59.7483333333333,707,39.2777777777778
581,3,1856,59.6470905172414,739,39.8168103448276
581,4,1682,59.5998810939358,635,37.7526753864447
581,5,1764,59.921768707483,674,38.2086167800454
582,1,1576,59.4327411167513,625,39.6573604060914
582,2,1812,59.6760485651214,682,37.6379690949227
582,3,1816,59.579295154185,713,39.2621145374449
582,4,1674,59.573476702509,669,39.9641577060932
582,5,1713,59.8295388207823,680,39.6964389959136
583,1,1460,59.686301369863,544,37.2602739726027
583,2,1847,59.3584190579318,749,40.5522468868435
583,3,1810,59.5718232044199,705,38.9502762430939
583,4,1636,59.7695599022005,641,39.1809290953545
583,5,1838,59.3389553862895,744,40.4787812840044
584,1,1565,59.2760383386582,597,38.14696485623
584,2,1798,59.6390433815351,725,40.3225806451613
584,3,1890,59.6280423280423,725,38.3597883597884
584,4,1596,59.5444862155389,624,39.0977443609023
584,5,1742,59.7675086107922,657,37.715269804822
585,1,1558,59.4736842105263,596,38.2541720154044
585,2,1848,59.6742424242424,717,38.7987012987013
585,3,1799,59.514730405781,695,38.6325736520289
585,4,1687,59.6929460580913,668,39.5969176052164
585,5,1699,59.6509711595056,683,40.2001177163037
586,1,1553,60.0476497102383,602,38.7636831938184
586,2,1805,59.8282548476454,684,37.8947368421053
586,3,1792,59.9849330357143,711,39.6763392857143
586,4,1628,59.4766584766585,631,38.7592137592138
586,5,1813,59.4412575841147,666,36.734693877551
587,1,1559,59.2957023733162,618,39.6407953816549
587,2,1803,59.6871880199667,694,38.4914032168608
587,3,1831,59.8590933915893,713,38.9404696886947
587,4,1619,59.6164298949969,666,41.136504014824
587,5,1779,59.8268690275436,696,39.1231028667791
588,1,1551,59.6640876853643,603,38.8781431334623
588,2,1837,59.4452912357104,709,38.5955362003266
588,3,1829,59.8370694368508,735,40.1858939311099
588,4,1574,59.2928843710292,602,38.2465057179161
588,5,1800,59.88,652,36.2222222222222
589,1,1498,59.5794392523365,600,40.0534045393859
589,2,1827,59.3251231527094,715,39.1351943076081
589,3,1890,59.7666666666667,775,41.005291005291
589,4,1633,59.3110838946724,633,38.7630128597673
589,5,1743,59.4566838783706,718,41.1933448078026
590,1,1537,59.5185426154847,589,38.3214053350683
590,2,1885,59.6381962864722,742,39.3633952254642
590,3,1779,59.7802136031478,723,40.6408094435076
590,4,1639,59.621110433191,656,40.0244051250763
590,5,1751,59.6704740148487,672,38.3780696744717
591,1,1546,59.474126778784,626,40.4915912031048
591,2,1816,59.7984581497797,688,37.8854625550661
591,3,1837,59.5073489384867,757,41.2084921066957
591,4,1643,59.5788192331102,644,39.1965916007304
591,5,1749,59.7455688965123,681,38.9365351629503
592,1,1515,59.5907590759076,594,39.2079207920792
592,2,1818,59.5940594059406,746,41.034103410341
592,3,1814,59.5281146637266,731,40.2976846747519
592,4,1591,60.0408548082967,562,35.3236957888121
592,5,1853,59.897463572585,710,38.3162439287642
593,1,1542,59.5188067444877,605,39.2347600518807
593,2,1826,59.5202628696605,714,39.1018619934283
593,3,1847,59.4001082837033,705,38.1700054141852
593,4,1636,59.5922982885086,673,41.1369193154034
593,5,1740,59.4994252873563,686,39.4252873563218
594,1,1532,59.9973890339426,615,40.1436031331593
594,2,1861,59.7732401934444,766,41.1606663084363
594,3,1850,59.8664864864865,709,38.3243243243243
594,4,1619,59.7504632489191,642,39.6541074737492
594,5,1729,59.2353961827646,678,39.2134181607866
595,1,1553,59.6806181584031,604,38.8924661944623
595,2,1815,59.5294765840221,708,39.0082644628099
595,3,1912,59.7348326359833,754,39.4351464435147
595,4,1515,59.616501650165,599,39.5379537953795
595,5,1796,59.3546770601336,716,39.8663697104677
596,1,1504,59.4554521276596,602,40.0265957446809
596,2,1838,59.3003264417846,708,38.5201305767138
596,3,1831,59.6428181321682,682,37.2474057891862
596,4,1626,59.449569495695,620,38.130381303813
596,5,1792,59.6032366071429,702,39.1741071428572
597,1,1507,59.6257465162575,584,38.7524883875249
597,2,1831,59.7853631895139,711,38.8312397596942
597,3,1824,59.5849780701754,721,39.5285087719298
597,4,1638,59.6691086691087,618,37.7289377289377
597,5,1791,59.5455053042993,682,38.0792853154662
598,1,1582,59.539190897598,619,39.1276864728192
598,2,1890,59.4613756613757,759,40.1587301587302
598,3,1809,59.5328911000553,660,36.4842454394693
598,4,1561,59.3741191543882,615,39.3978219090327
598,5,1749,59.3396226415094,689,39.3939393939394
599,1,1573,59.5734265734266,617,39.2244119516847
599,2,1828,59.632932166302,724,39.6061269146608
599,3,1826,59.2294633077766,705,38.6089813800657
599,4,1546,59.7690815006468,602,38.9391979301423
599,5,1818,59.509900990099,709,38.998899889989
600,1,1615,59.9993808049536,638,39.5046439628483
600,2,1888,59.5799788135593,751,39.7775423728814
600,3,1732,59.64896073903,682,39.3764434180139
600,4,1616,59.7035891089109,622,38.490099009901
600,5,1740,59.733908045977,682,39.1954022988506
601,1,1517,59.7824653922215,577,38.0355965721819
601,2,1881,60.056884635832,728,38.7028176501861
601,3,1805,59.4919667590028,720,39.8891966759003
601,4,1622,59.9025893958077,640,39.4574599260173
601,5,1766,59.960362400906,714,40.4303510758777
602,1,1567,59.5175494575622,588,37.5239310784939
602,2,1792,59.3856026785714,697,38.8950892857143
602,3,1881,59.5986177565125,725,38.5433280170122
602,4,1630,59.5877300613497,655,40.1840490797546
602,5,1721,59.7896571760604,679,39.4538059267868
603,1,1494,59.6559571619813,598,40.0267737617135
603,2,1794,59.4520624303233,686,38.2385730211817
603,3,1878,59.7891373801917,772,41.1075612353568
603,4,1613,59.6980781153131,627,38.871667699938
603,5,1812,59.4199779249448,696,38.4105960264901
604,1,1543,59.198963058976,629,40.7647440051847
604,2,1848,59.2981601731602,733,39.6645021645022
604,3,1794,59.7770345596433,707,39.4091415830546
604,4,1655,59.7413897280967,667,40.3021148036254
604,5,1751,59.4928612221588,694,39.6344945745288
605,1,1501,59.2951365756163,584,38.9073950699534
605,2,1770,59.3158192090396,658,37.1751412429379
605,3,1825,59.5545205479452,710,38.9041095890411
605,4,1672,59.6082535885168,646,38.6363636363636
605,5,1823,59.7569939659901,696,38.1788261108064
606,1,1603,59.3587024329382,596,37.1802869619464
606,2,1849,59.6825310978908,718,38.8318009734992
606,3,1780,59.6247191011236,689,38.7078651685393
606,4,1623,59.5403573629082,639,39.3715341959335
606,5,1736,59.366935483871,704,40.5529953917051
607,1,1498,59.8030707610147,573,38.2510013351135
607,2,1805,59.5722991689751,711,39.3905817174515
607,3,1856,59.4213362068966,733,39.4935344827586
607,4,1625,59.8676923076923,629,38.7076923076923
607,5,1807,59.5888212506918,728,40.2877697841727
608,1,1528,59.3501308900524,584,38.2198952879581
608,2,1768,59.3591628959276,684,38.6877828054299
608,3,1918,59.4071949947862,745,38.8425443169969
608,4,1588,59.6643576826197,651,40.9949622166247
608,5,1789,59.4773616545556,698,39.0162101732812
609,1,1576,59.75,619,39.2766497461929
609,2,1800,59.4466666666667,705,39.1666666666667
609,3,1885,59.6689655172414,758,40.2122015915119
609,4,1607,59.5986309894213,599,37.2744243932794
609,5,1723,59.586186883343,682,39.5821242019733
610,1,1554,59.3075933075933,594,38.2239382239382
610,2,1830,59.3081967213115,712,38.9071038251366
610,3,1861,59.6528747984954,737,39.6023643202579
610,4,1584,59.4753787878788,647,40.8459595959596
610,5,1762,59.750283768445,659,37.4006810442679
611,1,1503,59.7112441783101,590,39.2548236859614
611,2,1817,59.7749036873968,693,38.1397908640616
611,3,1878,59.4036208732694,753,40.0958466453674
611,4,1593,59.5455116133082,630,39.5480225988701
611,5,1800,59.4194444444445,707,39.2777777777778
612,1,1572,59.6221374045802,609,38.7404580152672
612,2,1773,59.9227298364354,686,38.6914833615341
612,3,1800,59.9122222222222,690,38.3333333333333
612,4,1645,59.5300911854103,610,37.0820668693009
612,5,1801,59.5319267073848,694,38.5341476957246
